0.010000, -7.510000, -12.690000, -0.309000, -0.077000, 0.119000
-0.100000, -7.520000, -12.530000, -0.307000, -0.077000, 0.119000
-0.100000, -7.570000, -12.620000, -0.308000, -0.076000, 0.120000
-0.040000, -7.550000, -12.670000, -0.309000, -0.078000, 0.120000
-0.070000, -7.520000, -12.700000, -0.309000, -0.079000, 0.120000
0.030000, -7.490000, -12.610000, -0.309000, -0.076000, 0.120000
-0.020000, -7.510000, -12.390000, -0.308000, -0.081000, 0.121000
0.000000, -7.580000, -12.720000, -0.311000, -0.077000, 0.122000
-0.020000, -7.620000, -12.570000, -0.311000, -0.077000, 0.121000
0.050000, -7.590000, -12.500000, -0.311000, -0.077000, 0.121000
0.010000, -7.550000, -12.670000, -0.312000, -0.078000, 0.121000
0.090000, -7.590000, -12.400000, -0.312000, -0.075000, 0.121000
-0.180000, -7.550000, -12.500000, -0.312000, -0.080000, 0.121000
-0.160000, -7.520000, -12.450000, -0.311000, -0.078000, 0.121000
-0.100000, -7.570000, -12.710000, -0.312000, -0.080000, 0.122000
0.020000, -7.620000, -12.840000, -0.312000, -0.076000, 0.122000
-0.170000, -7.610000, -12.570000, -0.310000, -0.080000, 0.121000
-0.050000, -7.560000, -12.580000, -0.310000, -0.077000, 0.121000
-0.040000, -7.540000, -12.590000, -0.310000, -0.078000, 0.121000
0.080000, -7.510000, -12.400000, -0.308000, -0.075000, 0.120000
-0.050000, -7.480000, -12.770000, -0.308000, -0.078000, 0.120000
0.010000, -7.510000, -12.660000, -0.308000, -0.074000, 0.119000
-0.090000, -7.530000, -12.760000, -0.308000, -0.078000, 0.120000
0.000000, -7.500000, -12.590000, -0.308000, -0.079000, 0.120000
0.040000, -7.500000, -12.770000, -0.311000, -0.079000, 0.120000
0.000000, -7.520000, -12.680000, -0.311000, -0.082000, 0.121000
0.050000, -7.540000, -12.660000, -0.311000, -0.081000, 0.122000
-0.030000, -7.600000, -12.640000, -0.311000, -0.082000, 0.120000
